author,title,text,tags,isbn,isbn13
Olivia Laing,The Lonely City: Adventures In The Art Of Being Alone,"When Olivia Laing moved to New York City in her 30s, she found herself, unexpectedly, very lonely: ""You can be lonely anywhere, but there is a particular flavour to the loneliness that comes from living in a city, surrounded by millions of people,"" she writes. Her meditation on loneliness and the artists who have inhabited it (Edward Hopper, Andy Warhol, David Wojnarowicz and others) is a stunning marriage of empathy and intellect. The chapter on the deep loneliness of the AIDS crisis brought me to tears on the underground.","[biography-and-memoir, for-art-lovers, identity-and-culture, nonfiction, seriously-great-writing, the-dark-side]",1250039576,9781250039576
John Wray,The Lost Time Accidents: A Novel,"<em>The Lost Time Accidents</em> is a manic, excessive and strange time-travel saga that samples wildly from various genres. One section is a flawless imitation of a Joan Didion essay, others look like excerpts of pulpy sci-fi novels, one is a perfect parody of bloated book reviews, and so on. It reminds me of an invention of my little brother's called ""poogle cake,"" which was made by combining every ingredient in the refrigerator — savory, sweet, expired, all — and baking it for 20 minutes. The difference is that <em>The Lost Time Accidents</em> is a wonderful, delirious, layered confection, whereas poogle cake tasted like ketchup and eggshells.","[family-matters, historical-fiction, rather-long, science-fiction-and-fantasy]",0374281130,9780374281137
Lionel Shriver,"The Mandibles: A Family, 2029-2047","Brexit happened as I read <em>The Mandibles: A Family 2029-2047</em>. The sky-is-falling narrative that accompanied the U.K.'s vote to exit the EU turned out to be the ideal background music for this book. The dystopian tale by Lionel Shriver follows the extended and once wealthy Mandible family into a world in which the dollar is worthless, inflation skyrockets, food and basics are in short supply, the United States is no longer No. 1. Mexico builds a wall to keep indigent Americans from fleeing south. It felt all too possible. I highly recommend this compelling take on a broken, but not hopeless future.","[staff-picks, book-club-ideas, family-matters, realistic-fiction]",0062328247,9780062328243
Andrew Harding,The Mayor Of Mogadishu: A Story Of Chaos And Redemption In The Ruins Of Somalia,"Andrew Harding's <em>The Mayor of Mogadishu</em> is an intimate and nuanced portrayal of one man's effort to bring back to life a city destroyed by clan warfare, Islamist extremism, misrule and famine. The story follows the life of Mohamoud ""Tarzan"" Nur, the son of nomads who was abandoned at a Mogadishu orphanage as Somalia celebrated its independence in 1960. The orphan-turned-thug-turned-entrepreneur-turned politician sees the possibilities and promise of Mogadishu, and his optimism makes anything seem possible. Harding's beautifully detailed writing brings it alive. I could almost feel the Indian Ocean breeze cool the city perched on Africa's horn.","[staff-picks, book-club-ideas, eye-opening-reads, for-history-lovers, identity-and-culture, nonfiction, tales-from-around-the-world]",1250072344,9781250072344
Martin Seay,The Mirror Thief,"Martin Seay's debut book, part mystery novel and part philosophical meditation, comprises three separate but connected stories — one set in 16th century Venice, one in 1958 California, and one in 2003 Las Vegas. The thread that binds them together is a poetry collection about a mysterious alchemist. <em>The Mirror Thief</em> is as difficult to explain as it is completely original. It's one of the most intricately plotted novels in recent years, and to call it imaginative seems like a massive understatement.","[for-art-lovers, historical-fiction, mysteries-and-thrillers, rather-long]",1612195148,9781612195148
Brit Bennett,The Mothers: A Novel,"<em>The Mothers</em> follows three young adults growing up in a black Southern California community. Nadia, the protagonist, loses her mother to suicide, and finds herself making the kind of choices that will affect the rest of her life. It's hard to say more than this about the book — which delivers lines that you'll want to savor and read out loud — because it's a story about secrets and betrayals, and part of the pleasure is your own sighs and gasps. It's both intimate and epic in scope. The mothers of the novel's title are a kind of Greek chorus — the ""mothers"" of the church community — but the book is really about being motherless. It hums along at a brisk, emotional pace —  the kind of story that feels like it's moving fast, but really, it's moving deep.","[staff-picks, book-club-ideas, family-matters, ladies-first, realistic-fiction]",0399184511,9780399184512
Cynthia D'Aprix Sweeney,The Nest,"There was a <em>lot</em> of hype leading up to Cynthia D'Aprix Sweeney's debut novel — and it lived up! Four siblings are eyeing a sizable amount of family money, known as ""the nest."" While that could be a setup for predictable family antics, it's not. You'll want to spend time with each and every one of these characters to figure out how they got to where they are. The suspense and humor will keep you turning pages. In the end, it's a thoughtful look at art, families, hopes, dreams, the things we tell each other — and the things we don't.","[staff-picks, family-matters, funny-stuff, realistic-fiction]",0062414216,9780062414212
Terry Fan and Eric Fan,The Night Gardener,"Beautifully drawn, this evocative book is deceptively simple. When a boy discovers that the tree outside his window has been magically transformed into an owl, he seeks to find the reason why. As more and more wondrous topiaries appear all along Grimloch Lane, the mystery deepens. That's when the boy, William, meets an enigmatic man who enlists his help. In <em>The Night Gardener,</em> brothers Terry and Eric Fan have created a gorgeous book about a small town that comes alive, and a young boy whose life has been irrevocably changed.  (For ages 4 to 8)",[kids-books],1481439782,9781481439787
Nathan Hill,The Nix: A Novel,"This is the story of Samuel Andresen-Anderson. Of the boy who became him and the man that he is in 2011 — obsessed with an online game called World Of Elfscape and failing at pretty much everything else. But when the mother who abandoned him as a child suddenly reappears on every TV screen in America as a viral sensation, throwing rocks at a conservative politician, he is given a chance to write a book about her in which he must savage his own mother in lurid, tell-all fashion. It's a job he takes, of course. Because he's furious. And desperate. Nathan Hill's digressive, scattershot exploration of the boy, the man, his mother and the times that shaped them is a brilliant, heartbreaking glimpse into just one of the casualties that time and memory make of us all.","[family-matters, rather-long, realistic-fiction, seriously-great-writing]",110194661X,9781101946619
N.K. Jemisin,The Obelisk Gate,"This worthy sequel to last year's magnificent <em>The Fifth Season</em> goes underground, as earth-magician Essun and her companions settle cautiously into life in a strange, crystalline community called Castrima. There Essun has to learn everything she can from Alabaster, her former mentor, before he dies (using magical obelisks to break the world in order to heal it has taken its toll, and his body is slowly turning to stone). Meanwhile, Essun's lost daughter, Nassun, is far away receiving her own magical education — and being sharpened into a weapon against her mother. <em>The Obelisk Gate</em> is a lightning rod around which storm clouds gather to burst and strike in the trilogy's final book next year.","[book-club-ideas, ladies-first, science-fiction-and-fantasy, seriously-great-writing]",0316229261,9780316229265
Isabel Greenberg,The One Hundred Nights Of Hero: A Graphic Novel,"You don't have to have read Isabel Greenberg's 2013 wry, fabulist love story <em>An Encyclopedia of Early Earth</em> to make sense of this similarly folktale-inflected tale of smart, flinty women slyly triumphing over boorish, violent men. But it's set in the same mythical universe, and the two books are animated by the same funny, matter-of-factly feminist sensibility. This sardonic spin on <em>The 1,001 Nights</em> simultaneously deconstructs and celebrates the power of storytelling.","[comics-and-graphic-novels, for-art-lovers, funny-stuff, ladies-first]",0316259179,9780316259170
Ben Lindbergh and Sam Miller,The Only Rule Is It Has To Work: Our Wild Experiment Building A New Kind of Baseball Team,"It's fair to say that every baseball fan ever has grumbled over their team's strategy, but in this era of advanced statistics, that second-guessing has given way to a new type of data-minded armchair analyst who might actually be able to do the job. So when Ben Lindbergh and Sam Miller — two sabermetrically inclined writers — were handed the keys to the small-town Sonoma Stompers for a summer season, they had free rein to finally put their wildest ideas to the test. The resulting book certainly goes deep in the weeds, er, outfield grass of implementing high-concept, stat-driven theories. But it's an idiosyncratic, compelling character study of the writers and their management challenges, and the journeymen players you can't help but root for.","[staff-picks, its-all-geek-to-me, nonfiction]",1476978374,9781476978376
Il Sung Na,The Opposite Zoo,"A zoo closes down for a night, but not before a monkey sneaks out of his cage. He's off to discover opposites! This picture book is so spacious — often with just one word per page — that kids can take in each and every drawing. The book is an invitation: <em>Come in, observe.</em> Watch the soft tiger reach toward the prickly hedgehog. See the wide-awake owl and the sleeping panda. After reading this book, kids will set off to find opposites in their own environments. (And, don't worry, the monkey gets back in his cage before the zoo opens the next morning!) (For ages 2 to 5)","[staff-picks, kids-books]",0553511270,9780553511277
Andrés Reséndez,The Other Slavery: The Uncovered Story Of Indian Enslavement In America,"The history of the enslavement of people from North America and the Caribbean is deliberately murky; those who practiced it often did so in places where slavery was technically illegal and went to some trouble to invent legal loopholes for it. Andrés Reséndez keeps a deliberate, scholarly distance from the material, bringing forth evidence and constructing careful — even conservative — arguments. But that evidence speaks for itself, and the horrors quietly pile up. In a country that still denies a Native American genocide ever took place, <em>The Other Slavery</em> is a necessary work.","[eye-opening-reads, for-history-lovers, nonfiction, the-dark-side]",0547640986,9780547640983
Ken Liu,The Paper Menagerie,"This is a beautifully curated collection of an award-winning author's best work, with stories ranging from hard science fiction to historical fantasy to surreal extended metaphors. In ""State Change,"" a woman's soul is an ice cube she must keep from melting; in ""All the Flavors,"" a child in 1870s Idaho meets the red-faced god of war and listens to his stories. The final story — appropriately named ""The Man Who Ended History: A Documentary"" — is a harrowing meditation on nations, memory, responsibility and to whom the past can rightly be said to belong. Spanning history and biology, physics and folk tales, Liu speaks the language of stories with devastating eloquence.","[identity-and-culture, poetry, science-fiction-and-fantasy, seriously-great-writing]",1481442546,9781481442541
Lee Eisenberg,"The Point Is: Making Sense Of Birth, Death, And Everything In Between","""Our stories are us,"" writes former <em>Esquire</em> editor-in-chief Lee Eisenberg. Maybe that's a point of view especially appealing to journalists; it certainly grabbed me. His book ventures into great thinkers' territory, but there's nothing stuffy here. It's engaging as can be, and as much about the importance of memory and the stories we choose to tell about ourselves as it is about the point of our existence. The two go hand in hand: Creating and framing our life stories gives our lives meaning. For Eisenberg, the story is the point. And reading his is a pleasure.","[staff-picks, biography-and-memoir, nonfiction]",1455550469,9781455550463
Elizabeth McKenzie,The Portable Veblen: A Novel,"Elizabeth McKenzie's quirky romantic comedy is a frisky charmer about a brainy, off-center couple who face up to their differences – and their difficult, eccentric families – only after they become engaged. In a nutshell, she – named for the Norwegian American economist and social critic Thorstein Veblen — values life's simpler offerings, including the friendship of a squirrel who's taken up residence in her attic. He's an ambitious neurologist tempted by the spoils of his potentially lucrative life-saving invention. The novel is ultimately a morality tale about the values by which we choose to live, but it's deliciously madcap and whimsical.","[funny-stuff, love-stories, realistic-fiction]",1594206856,9781594206856
Alexander Chee,The Queen Of The Night,"At the start of Alexander Chee's shimmering new novel, <em>The Queen of the Night,</em> Lilliet Berne is already an accomplished soprano. But when she gets the role that could make her immortal, a true doyenne of the Paris opera, she realizes that the libretto is based on a secret from her past. The search for the person who betrayed her transports readers to an American farm, a traveling circus, a French brothel and an opera stage, a journey made entirely possible because of Lilliet's voice — her singing voice as well as her narrative voice, both of which are captured beautifully in this book.","[for-music-lovers, historical-fiction, ladies-first, rather-long]",0618663029,9780618663026
Traci Chee,The Reader,"<em>The Reader</em> by Traci Chee offers up a fantasy world where pirates sail the waves and a secret society seeks to hoard the written word. Sefia is a girl on the run from her past with a forbidden book in her pack and a strange new ability to divine the stories of the people she meets. A reader, a seer, a killer — what will she need to become if she wants to unravel the mysteries of the book? Most world-building shies away from tackling the question of literacy within fantasy cultures, but here it serves as the beating meta-heart.","[ladies-first, science-fiction-and-fantasy, young-adult]",0399176772,9780399176777
Maggie Nelson,The Red Parts: Autobiography Of A Trial,"One day, Maggie Nelson's mother gets a call: Her sister's murder, unsolved for 35 years, has been reopened. A retired nurse will be charged. What follows is Nelson's account of the trial and her own fascination with the murder. Nelson's resistance to the easy answer, her willingness to reach a kind of conclusion and then to break it, to probe further and further, to ask about her own complex and not entirely noble intentions instead of facilely condemning others, make <em>The Red Parts</em> an uneasy masterpiece.","[biography-and-memoir, book-club-ideas, family-matters, ladies-first, nonfiction, seriously-great-writing, the-dark-side]",1555977367,9781555977368
Marcus Samuelsson,The Red Rooster Cookbook: The Story Of Food And Hustle In Harlem,"Marcus Samuelsson's Red Rooster in Harlem aims to be more than a restaurant in the same way that <a href=""http://www.npr.org/sections/thesalt/2012/07/20/157108843/soul-food-fans-say-goodbye-to-queen-sylvia "" target=""_blank"" >Sylvia's was more than a restaurant</a>: He wants it to be a cultural epicenter of food, music and art; a place where locals and tourists can mingle; a venue for live music; the living heartbeat of a neighborhood. The menu, as featured in <em>The Red Rooster Cookbook,</em> showcases a heady fusion of Southern and global influences: fried chicken marinated in coconut milk; collard greens with spiced butter; grits made with white miso. And the book itself is a kind of scrapbook, filled with not just food but photographs, stories and the chef's own playlists — a pulsing melange of blues, R&B, jazz and hip-hop.","[cookbooks-and-food, for-music-lovers, identity-and-culture]",0544639774,9780544639775
Manuel Gonzales,The Regional Office Is Under Attack!: A Novel,"The titular Regional Office of this novel refers not to a boring workplace in a corporate complex, but to an organization of highly trained female assassins who work to save the world from destruction by evil forces. It sounds crazy, and it is, in the best possible way. Manuel Gonzales' action-packed thriller is bizarre and propulsive, and it works because the author keeps a straight face through the whole thing. It's fun, gleefully violent and impossible to put down.","[ladies-first, mysteries-and-thrillers, science-fiction-and-fantasy, the-dark-side]",1594632413,9781594632419
Hisham Matar,"The Return: Fathers, Sons And The Land In Between","What is it like to live in a dictatorship? What is it like when your father opposes that dictatorship and takes your family into exile? What is it like when your father is later kidnapped and imprisoned? And, finally, what is it like to go back and look for him, in the memories of your cousins and uncles, the land you left behind, the wind off the Mediterranean Sea? This is a lyrical memoir that completes the stories Matar first told in his two beautiful novels, <em>In the Country of Men</em> and <em>Anatomy of a Disappearance.</em> But you don't need to read those first to pick up this book and let it change you forever.","[staff-picks, biography-and-memoir, family-matters, nonfiction, seriously-great-writing, tales-from-around-the-world]",0812994825,9780812994827
Simon Sebag Montefiore,The Romanovs: 1613-1918,"Amid the gruesome deaths, grisly twists of fate and countless names with clustering consonants, a single thread seems to string this fascinating history together: Few families have been so blessed and blighted by fate as the dynasty that ruled Russia for some three centuries. Simon Sebag Montefiore tells a long — and often violent — tale so wrought with dark melodrama that it would be as comfortable on HBO as on a college syllabus. Exhaustively researched, elegantly expressed and brutal at just about every turn.","[staff-picks, biography-and-memoir, family-matters, for-history-lovers, nonfiction, rather-long, tales-from-around-the-world, the-dark-side]",0307266524,9780307266521
Steve Hamilton,The Second Life Of Nick Mason,"The opening here is archetypal: An ex-con named Nick Mason walks out of prison and into a waiting limousine. Nick doesn't know why he has been released decades early, but he knows that a crime kingpin named Darius Cole — who is still inside the prison — is responsible. The limo takes Nick to Darius' townhouse, and the driver leaves him with ominous advice: ""This isn't freedom. This is <em>mobility.</em> Don't get those two things confused."" Soon, Nick's cellphone begins ringing with grisly assignments from Darius, spurring Nick to plot his escape. <em>The Second Life of Nick Mason</em> is so good, it stands shoulder to paranoid shoulder with the classics of the noir genre.","[staff-picks, mysteries-and-thrillers, the-dark-side]",0399574328,9780399574320
Kristin Dombek,The Selfishness Of Others: An Essay On The Fear Of Narcissism,"According to pop psychology, narcissism is Our Modern Affliction. For every charismatic attention junkie that we come across — the ex, the politico, the lifestyle blogger — charging them with this disorder is easy and explanatory.

With both compassionate clarity and slick, skeptical reportage, essayist Kristen Dombek reflects on how and why narcissism has become a toxic cultural obsession. As both narrator and case study, Dombek pauses often to check her own reflection in Narcissus' pool, complicating the idea that we can reassure ourselves about who we are by first determining who we are not.","[staff-picks, nonfiction, rather-short]",0865478236,9780865478237
Kate Messner,The Seventh Wish,"Irish dancing, sibling rivalry, a talking fish and … heroin addiction? Kate Messner takes these seemingly disparate topics and weaves them into a captivating middle grade story that is unafraid to take a clear-eyed look at the impact of drugs on a family. When Charlie finds a fish (or does the fish find her?) she learns that it has the power to grant wishes. However, not everything goes her way. At once heartbreaking and heartwarming, <em>The Seventh Wish</em> couples magical realism with harsh reality, making this a book worth talking about. (For ages 8 to 12)","[family-matters, kids-books]",1619633760,9781619633766
Shaun Tan,The Singing Bones,"Photographed like museum exhibits, Shaun Tan's little sculptures pack a multilayered symbolic punch. Taking the Grimm fairy tales as his starting point, he strips each story of its encrustations of language and distills it into a single iconic image. He writes that he was inspired by Inuit stone carvings and pre-Columbian clay figurines, and he uses these styles to critique virtually every aspect of Western mythmaking. He does it all with the humblest of materials, primarily papier-mâché and air-drying clay.","[eye-opening-reads, for-art-lovers, science-fiction-and-fantasy, tales-from-around-the-world]",0545946123,9780545946124
"Katrina Goldsaito, illustrated by Julia Kuo",The Sound Of Silence,"Simultaneously thoughtful and playful, this gem follows a young boy, Yoshio, as he searches for peace and quiet in noisy Tokyo. Yoshio's search takes readers through a series of breathtakingly detailed scenes, until he finally finds silence by losing himself in a book. My friends are probably looking for their own peace and quiet after listening to me go on and on about this beautifully illustrated story, which has the calming effect of a guided meditation led by Christopher Robin. (Sidenote: Fans of Haruki Murakami should keep their eyes peeled for a few allusions to the author hidden in the illustrations.) (For ages 5 to 8)","[eye-opening-reads, kids-books, tales-from-around-the-world]",0316203378,9780316203371
Thomas Dolby,The Speed Of Sound: Breaking The Barriers Between Music And Technology: A Memoir,"For a music/technology/gearhead geek, this book pressed <em>all</em> my buttons. People may remember Thomas Dolby for the '80s hit ""She Blinded Me With Science,"" but did you know he designed the synthesizer software used in billions of cellphones? <em>The Speed of Sound</em> chronicles Dolby's highs and lows: his music biz beginnings dumpster-diving for synthesizer parts, busking on the streets of Paris, rock stardom then disenchantment with the music industry, a new life in Silicon Valley creating audio engines for the Internet and video games, then back to his roots, tinkering at music from his studio on a converted lifeboat on the English coast. (And when you're finished reading, listen to <a href=""http://www.npr.org/2011/10/23/141557689/thomas-dolbys-floating-city"" target=""_blank"">this 2011 interview with him</a> I had the pleasure of producing, in which he talks about his long and colorful journey.)","[staff-picks, biography-and-memoir, for-music-lovers, its-all-geek-to-me, nonfiction]",1250071844,9781250071842
C.E. Morgan,The Sport Of Kings,"In <em>The Sport Of Kings,</em> C.E. Morgan weaves several centuries of American history into an ambitious and epic tale of a thoroughbred racehorse born to win the Triple Crown. For seven generations — ever since Samuel Forge came to Kentucky from Virginia with one slave and a Narragansett Pacer he had raised from a colt — the Forge clan has bred horses on its Kentucky farm. In the 21st century, Henry Forge and his daughter, Henrietta, set their hopes on an almost perfect filly named Hellsmouth. They hire Allmon Shaughnessy, who discovers his talent with horses while serving prison time as a teenager, to train the unruly filly. With hypnotic language, Faulknerian scope and mounting intensity, Morgan unspools dozens of stories, past and present, into a tragic saga of race and class.","[family-matters, historical-fiction, rather-long]",0374281084,9780374281083
Anuk Arudpragasam,The Story Of A Brief Marriage: A Novel,"My friend walked into the coffee shop where I was reading and saw the stricken look on my face. He asked what the book was. I read the first sentence to him: <em>Most children have two whole legs and two whole arms but this little six-year-old that Dinesh was carrying had already lost one leg, the right one from the lower thigh down, and was now about to lose his right arm.</em> The novel is set in the Sri Lankan civil war, but it could just as easily be Syria, Somalia or Yemen. I have never seen such horror rendered with such poetry. This may be the shortest book I read all year but it lodged in my brain more than almost any other.","[staff-picks, book-club-ideas, rather-short, realistic-fiction, seriously-great-writing, tales-from-around-the-world, the-dark-side]",1250072409,9781250072405
edited and translated by Minsoo Kang,The Story Of Hong Gildong,"Hong Gildong is an iconic figure in the Korean literary canon; he is so ubiquitous his name is used as an administrative placeholder, John Doe-style. It's noteworthy that it has taken him this long to get a substantial introduction in English, but this year he arrived in style. Minsoo Kang brings <em>The Story of Hong Gildong</em> to life in a fantastic translation, easily balancing the epic's sly wit, political intrigue, Robin Hood derring-do and social commentary. Lovers of folklore should be thrilled to discover this addition to the canon.","[identity-and-culture, rather-short, science-fiction-and-fantasy, tales-from-around-the-world]",0143107690,9780143107699
Evan Turk,The Storyteller,"In the Kingdom of Morocco, the last storyteller sits in a Great Square by a clear fountain. A little boy comes looking for water, and the last storyteller tells him a tale of how long, long ago (as all good tales begin) there were many fountains, and many storytellers. Evan Turk illustrates his folktale with beautiful, otherworldly images. This is a children's book, sure, but I'm recommending it for anyone who thirsts for good stories. (For ages 4 to 8)","[staff-picks, for-art-lovers, identity-and-culture, kids-books]",1481435183,9781481435185
Helen Simonson,The Summer Before The War: A Novel,"Helen Simonson is back after <em>Major Pettigrew's Last Stand</em> with <em>The Summer Before the War,</em> a comedy of provincial manners that rivals her first in the charm department. In the Sussex countryside just before the U.K. enters World War I, few Brits have an inkling of the changes that will befall them — their rural realm is still a place of peace and quirky goings-on. Enter a clever aspiring writer, Beatrice Nash, who falls in with an eccentric local family. The contrast between pastoral peace and the violent chaos of war is what gives this delightful book its heft.","[book-club-ideas, historical-fiction, ladies-first, rather-long]",0812993101,9780812993103
Jenni Fagan,The Sunlight Pilgrims,"In the very near future, amid the worst winter in recorded history, civilization has begun to freeze solid. Stella is a 12-year-old transgender girl living in a trailer park in Scotland; her mother, Constance, refurbishes thrift-store finds to get by. Armed with this rich premise, Jenni Fagan succeeds in turning her sophomore novel, <em>The Sunlight Pilgrims,</em> into a vision of the apocalypse that's witty, scathingly sweet and filled with tragic beauty — and one that stares unflinchingly at the sometimes horrifying, sometimes liberating power of change.","[family-matters, identity-and-culture, science-fiction-and-fantasy, tales-from-around-the-world]",0553418874,9780553418873
M.F.K. Fisher,The Theoretical Foot,"Mary Frances Kennedy Fisher is not just the greatest American food writer who's ever played the game — she's one of our greatest writers, period. And <em>The Theoretical Foot</em> (a forgotten manuscript that languished in a file cabinet until it was published this year) is a lost-and-found treasure. It's a loosely fictionalized version of her romance with the artist Dillwyn Parrish — and, like an episode of <em>The Real World: Pre-War Switzerland,</em> it focuses on nothing more than a few days of perfect, uncorrupted youth in a house overlooking Lake Geneva, filled with food and friends and the small intrigues that come when the most significant things in the world are a lingering glance, the lighting of a cigarette or the flavor of gin on someone else's lips.","[cookbooks-and-food, love-stories, realistic-fiction]",1619026147,9781619026148
Tana French,The Trespasser: A Novel,"If you're familiar with Tana French's mysteries, I can probably just stop here and tell you her new one is called <em>The Trespasser,</em> so you can hop off the Internet and go buy it. Such are the pleasures of French's books, a series of crime novels about the Dublin Murder Squad that require the reader to disappear into them immediately upon acquisition. If you've never read them, I'm jealous. Each book in the series is narrated by a different detective from the squad, which skews the perspective in a delicious way. This one is about Antoinette Conway, who is solving a murder with her partner Stephen Moran (he narrated the last book). The death of a pretty blond girl with a fake tan seems like a no-brainer, but French is too devilish a plotter to believe your first, second or even fifth instinct. All the mysteries by Tana French are worth your time; but this one is my favorite of all six.","[staff-picks, mysteries-and-thrillers, tales-from-around-the-world, the-dark-side]",0670026336,9780670026333
"Shihab al-Din al-Nuwayri, translated by Elias Muhanna",The Ultimate Ambition In The Arts Of Erudition: A Compendium Of Knowledge From The Classical Islamic World,"When Shihab al-Din al-Nuwayri wrote <em>The Ultimate Ambition in the Arts of Erudition</em> in the 14th century — a work 15 years in the making — it comprised 33 volumes regarding the cosmos, naturalism, human nature and a brief history of the world. Don't worry, this edition is judiciously cut down to a single volume; however, thanks to lyrical editing and translation from Elias Muhanna, it's a marvelous glimpse of a moment in time. Romantic advice, red squirrels and the most renowned fruit in Basra: This is a book meant to savor.","[eye-opening-reads, for-history-lovers, identity-and-culture, lets-talk-about-sex, nonfiction]",0143107488,9780143107484
Colson Whitehead,The Underground Railroad: A Novel,"What if the Underground Railroad, rather than being a metaphor, had been a sooty, clanking reality running through a network of tunnels dug by enslaved people? That's the premise of Colson Whitehead's brilliant <em>Underground Railroad,</em> surely the novel of the year. As he did in his singular 1999 debut, <em>The Intuitionist,</em> Whitehead imagines an alternative past that hews close to historical facts, but also ingeniously riffs on them. The plot focuses on Cora, an escaped slave who takes a series of harrowing rides on the Underground Railroad, only to find herself traveling further away from freedom and deeper into the mystery of American racism.","[staff-picks, book-club-ideas, identity-and-culture, seriously-great-writing, the-dark-side]",0385542364,9780385542364
Laura Cumming,The Vanishing Velázquez: A 19th Century Bookseller's Obsession With A Lost Masterpiece,"Oh, to love anything as much as Laura Cumming loves Diego Velázquez. <em>The Vanishing Velázquez </em> follows a Victorian bookseller who acquires a painting that consumes him and then disappears; it's part detective story, part meditation on the nature of art and its ability to transform us in very strange ways. But Cumming's ineffable tenderness toward the painter elevates this to paean. By the time she describes bookseller John Snare — ""He did not see the painting as a thing apart, remote from his own existence; it filled his mind as if it were a living being"" — we know she is describing herself, too.","[for-art-lovers, for-history-lovers, its-all-geek-to-me, nonfiction, seriously-great-writing]",147676218X,9781476762180
Han Kang,The Vegetarian: A Novel,"Han Kang's slim and surreal book won the Man Booker International Prize for fiction this year. Yeong-hye has a bloody and frightening dream that causes her to become a vegetarian, to the shock of her husband and family. Soon she refuses to eat, and she is committed to a psychiatric hospital where she does handstands in the hallway so that she can become a tree. Yeong-hye's determination leads her to madness, and her enlightenment brings her closer to death. <em>The Vegetarian</em> reads like a modern telling of ""<a href="" https://www.nlm.nih.gov/literatureofprescription/exhibitionAssets/digitalDocs/The-Yellow-Wall-Paper.pdf"" target=""_blank"" >The Yellow Wallpaper</a>"" — so if you are looking for a literary fever dream, this one's for you.","[staff-picks, book-club-ideas, rather-short, realistic-fiction, seriously-great-writing, tales-from-around-the-world, the-dark-side]",1101906111,9781101906118
Jade Chang,The Wangs Vs. The World,"The setup for Jade Chang's debut novel, <em>The Wangs vs. the World,</em> is so rich in conflict and pathos, it's hard to realize at first that it's a comedy. Not that she takes too long to get the hilarity rolling. Revolving around a Chinese-American family on a cross-country roadtrip after losing its fortune in the crash of 2008, the book pulls no tragicomic punches as it re-imagines the immigrant experience — and the American experience — as a 75-mile-per-hour parade of humor, heartbreak and soul-deep revelation.","[book-club-ideas, family-matters, identity-and-culture, realistic-fiction]",0544734092,9780544734098
Maximilian Uriarte,The White Donkey: Terminal Lance,"Over the past few years, American veterans of the war in Iraq have published quite a few works of fiction that focus on the moral quandaries of soldiers and their struggles for redemption. Maximillian Uriarte's graphic novel, <em>The White Donkey,</em> stands out from the rest in that it is told from the perspective of a simple infantryman, explores the psychological costs of combat, and confronts the discomfort that comes from encounters with civilians in an occupied country. The artwork is clean and sober, with a distinct color palette for different places and times. A fresh and affecting book.","[book-club-ideas, comics-and-graphic-novels, eye-opening-reads, realistic-fiction, the-dark-side]",0316362832,9780316362832
Fiona Barton,The Widow: A Novel,"Looking at crimes from a different angle has become something of a trope these days, but Fiona Barton's years as a British journalist make this debut novel — told from a reporter's point of view — assured and compelling. That's no small feat, given that both the crime and the death of the man convicted of it happen by page three. What remains is the perspective of his widow, and Barton understands the power of a previously silent voice — as well as how frustrating it is when that voice won't speak up. She knows that the lies we tell ourselves can be more devastating than those we tell others.","[book-club-ideas, ladies-first, mysteries-and-thrillers, the-dark-side]",1101990260,9781101990261
Sofia Samatar,The Winged Histories,"A companion novel to Samatar's <em>A Stranger in Olondria,</em> this is a faceted jewel of a book that looks at the land of Olondria from the perspective of four of its women: One is a soldier, fighting a war of independence; one is a scholar, musing on sectarianism, violence and loneliness; one is a poet, singing her people's songs, and one is a socialite struggling to survive. Their lives cut across each other like scripture on a stone, written in stunningly beautiful language that left me breathless.","[ladies-first, science-fiction-and-fantasy]",1618731149,9781618731142
Emma Donoghue,The Wonder,"For Emma Donoghue, big stories thrive in small spaces. The type of setting Donoghue made her signature in 2010's <em>Room</em> is one she returns to in <em>The Wonder.</em> Set in 19th century Ireland, <em>The Wonder</em> explores the relationship between a young girl and her nurse, who are both confined to a bedroom. Locals call the girl ""the living marvel"" because she doesn't eat, yet seems ""unchanged."" The girl, Anna, says she is living on manna from heaven, and the nurse is there to verify her claim. Donoghue engages mysteries of faith and doubt without sacrificing the lyricism of her language or the suspense of her storyline. Anna may or may not be a  ""living marvel,"" but <em>The Wonder</em> certainly is.","[staff-picks, book-club-ideas, historical-fiction, ladies-first, realistic-fiction]",0316393878,9780316393874
Sunjeev Sahota,The Year Of The Runaways: A Novel,"If you think literature is at its best when it combines the political with the personal, this is the perfect book for you. Sunjeev Sahota humanizes harrowing news headlines in the most intimate way; stories about migrant workers and so-called ""Untouchables"" are carefully captured with painterly details and empathy. The characters — three Indian men and a British-Indian woman they meet as they emigrate from India to England — lodged in my brain and stayed there, months after I put this book down to engage with others that I soon forgot. This book is best for a particular kind of reader who can withstand unrelentingly grim portrayals of the challenges its characters confront. It's not an easy read, intellectually or emotionally, but it's an important story about duty and love, beautifully told. Do not expect this author to spoon-feed you. The first page will likely contain words that are not in your vocabulary. My advice, just keep reading …","[staff-picks, eye-opening-reads, family-matters, identity-and-culture, rather-long, realistic-fiction, seriously-great-writing, tales-from-around-the-world, the-dark-side]",1101946105,9781101946107
